line|ru|normal	12	0 10
line|ru|normal	13	0 5 9 12 15 18 22 25
line|ru|normal	14	0 9 13 17
line|ru|strict	0	0 10
line|ru|strict	1	0 1 7 8 9
line|ru|strict	2	0 1 3 4
line|ru|strict	3	0 4 8 11
line|ru|strict	4	0 1 4 5 6
line|ru|strict	5	0 1 2 3 5 6 7
line|ru|strict	6	0 4 10 13 21
line|ru|strict	7	0 4 5 6 8 16 20 22 29
line|ru|strict	8	0 2 3 6 7 8 12
line|ru|strict	9	0 2 5 7 10 11
line|ru|strict	10	0 4 8 11
line|ru|strict	11	0 9
line|ru|strict	12	0 10
line|ru|strict	13	0 5 9 12 15 18 22 25
line|ru|strict	14	0 9 13 17
line|sv|default	0	0 10
line|sv|default	1	0 1 8 9
line|sv|default	2	0 1 3 4
line|sv|default	3	0 4 11
line|sv|default	4	0 1 5 6
line|sv|default	5	0 1 2 3 5 6 7
line|sv|default	6	0 4 10 13 21
line|sv|default	7	0 4 5 6 8 16 20 22 29
line|sv|default	8	0 2 3 6 7 8 12
line|sv|default	9	0 2 5 7 10 11
line|sv|default	10	0 4 8 11
line|sv|default	11	0 9
line|sv|default	12	0 10
line|sv|default	13	0 5 9 12 15 18 22 25
line|sv|default	14	0 9 13 17
line|sv|loose	0	0 10
line|sv|loose	1	0 1 8 9
line|sv|loose	2	0 1 2 3 4
line|sv|loose	3	0 4 11
line|sv|loose	4	0 1 5 6
line|sv|loose	5	0 1 2 3 5 6 7
line|sv|loose	6	0 4 10 13 21
line|sv|loose	7	0 4 5 6 8 16 20 22 29
line|sv|loose	8	0 2 3 6 7 8 10 11 12
line|sv|loose	9	0 1 2 3 4 5 6 7 9 10 11
line|sv|loose	10	0 4 8 11
line|sv|loose	11	0 9
line|sv|loose	12	0 10
line|sv|loose	13	0 5 9 12 15 18 22 25
line|sv|loose	14	0 9 13 17
line|sv|normal	0	0 10
line|sv|normal	1	0 1 8 9
line|sv|normal	2	0 1 2 3 4
line|sv|normal	3	0 4 11
line|sv|normal	4	0 1 5 6
line|sv|normal	5	0 1 2 3 5 6 7
line|sv|normal	6	0 4 10 13 21
line|sv|normal	7	0 4 5 6 8 16 20 22 29
line|sv|normal	8	0 2 3 6 7 8 10 11 12
line|sv|normal	9	0 1 2 5 6 7 10 11
line|sv|normal	10	0 4 8 11
line|sv|normal	11	0 9
line|sv|normal	12	0 10
line|sv|normal	13	0 5 9 12 15 18 22 25
line|sv|normal	14	0 9 13 17
line|sv|strict	0	0 10
line|sv|strict	1	0 1 8 9
line|sv|strict	2	0 1 3 4
line|sv|strict	3	0 4 11
line|sv|strict	4	0 1 5 6
line|sv|strict	5	0 1 2 3 5 6 7
line|sv|strict	6	0 4 10 13 21
line|sv|strict	7	0 4 5 6 8 16 20 22 29
line|sv|strict	8	0 2 3 6 7 8 12
line|sv|strict	9	0 2 5 7 10 11
line|sv|strict	10	0 4 8 11
line|sv|strict	11	0 9
line|sv|strict	12	0 10
line|sv|strict	13	0 5 9 12 15 18 22 25
line|sv|strict	14	0 9 13 17
line|fi|default	0	0 10
line|fi|default	1	0 1 8 9
line|fi|default	2	0 1 3 4
line|fi|default	3	0 4 11
line|fi|default	4	0 1 5 6
line|fi|default	5	0 1 2 3 5 6 7
line|fi|default	6	0 4 10 13 21
line|fi|default	7	0 4 5 6 8 16 20 22 29
line|fi|default	8	0 2 3 6 7 8 12
line|fi|default	9	0 2 5 7 10 11
line|fi|default	10	0 4 8 11
line|fi|default	11	0 9
line|fi|default	12	0 10
line|fi|default	13	0 5 9 12 15 18 22 25
line|fi|default	14	0 9 13 17
line|fi|loose	0	0 10
line|fi|loose	1	0 1 8 9
line|fi|loose	2	0 1 2 3 4
line|fi|loose	3	0 4 11
line|fi|loose	4	0 1 5 6
line|fi|loose	5	0 1 2 3 5 6 7
line|fi|loose	6	0 4 10 13 21
line|fi|loose	7	0 4 5 6 8 16 20 22 29
line|fi|loose	8	0 2 3 6 7 8 10 11 12
line|fi|loose	9	0 1 2 3 4 5 6 7 9 10 11
line|fi|loose	10	0 4 8 11
line|fi|loose	11	0 9
line|fi|loose	12	0 10
line|fi|loose	13	0 5 9 12 15 18 22 25
line|fi|loose	14	0 9 13 17
line|fi|normal	0	0 10
line|fi|normal	1	0 1 8 9
line|fi|normal	2	0 1 2 3 4
line|fi|normal	3	0 4 11
line|fi|normal	4	0 1 5 6
line|fi|normal	5	0 1 2 3 5 6 7
line|fi|normal	6	0 4 10 13 21
